date,region,country,category,subcategory,segment,quantity,unit_price,revenue,cost,profit,profit_margin
2022-11-24,Europe,Germany,Electronics,Audio,Consumer,2,144.99,289.98,189.01,100.97,0.3482
2024-06-24,North America,Mexico,Clothing,Shirts,Consumer,4,256.58,1026.32,727.41,298.91,0.2912
2024-05-02,Europe,Germany,Clothing,Shirts,Home Office,1,104.07,104.07,81.07,23.0,0.221
2022-12-20,North America,Mexico,Furniture,Tables,Consumer,3,148.14,444.42,229.99,214.43,0.4825
2023-05-05,Asia Pacific,China,Clothing,Shirts,Corporate,3,297.2,891.6,526.33,365.27,0.4097
2022-03-12,Asia Pacific,Japan,Office Supplies,Paper,Consumer,2,260.49,520.98,242.58,278.4,0.5344
2023-07-18,North America,Canada,Electronics,Phones,Home Office,2,427.41,854.82,610.43,244.39,0.2859
2023-05-04,Latin America,Colombia,Office Supplies,Pens,Corporate,1,119.84,119.84,90.59,29.25,0.2441
2022-05-02,Asia Pacific,India,Furniture,Storage,Home Office,1,254.03,254.03,124.27,129.76,0.5108
2023-12-13,North America,United States,Clothing,Pants,Consumer,1,50.03,50.03,37.59,12.44,0.2487
2022-11-16,Latin America,Colombia,Office Supplies,Binders,Corporate,2,49.85,99.7,55.25,44.45,0.4458
2024-07-14,North America,Mexico,Electronics,Accessories,Consumer,1,261.94,261.94,203.79,58.15,0.222
2022-09-29,Asia Pacific,China,Clothing,Shoes,Corporate,3,362.33,1086.99,711.39,375.6,0.3455
2023-03-13,Latin America,Argentina,Furniture,Chairs,Home Office,2,445.43,890.86,474.9,415.96,0.4669
2022-07-25,North America,United States,Office Supplies,Binders,Home Office,4,275.47,1101.88,744.29,357.59,0.3245
2023-10-31,North America,Mexico,Furniture,Chairs,Home Office,3,259.28,777.84,493.29,284.55,0.3658
2023-06-10,Asia Pacific,Australia,Office Supplies,Labels,Consumer,3,154.42,463.26,341.45,121.81,0.2629
2022-04-23,Asia Pacific,India,Office Supplies,Binders,Consumer,1,229.41,229.41,124.87,104.54,0.4557
2023-04-18,Asia Pacific,South Korea,Electronics,Audio,Corporate,3,59.44,178.32,91.55,86.77,0.4866
2023-06-14,Asia Pacific,India,Office Supplies,Labels,Corporate,5,43.43,217.15,112.26,104.89,0.483
2023-10-14,Europe,France,Furniture,Desks,Corporate,4,165.82,663.28,269.87,393.41,0.5931
2023-04-15,North America,Canada,Furniture,Chairs,Corporate,5,153.94,769.7,331.41,438.29,0.5694
2022-07-20,Europe,Spain,Clothing,Outerwear,Corporate,5,117.21,586.05,284.74,301.31,0.5141
2024-09-20,Latin America,Argentina,Clothing,Shirts,Corporate,3,419.57,1258.71,585.67,673.04,0.5347
2022-08-25,Europe,France,Electronics,Computers,Home Office,2,144.78,289.56,127.17,162.39,0.5608
2023-08-13,Latin America,Argentina,Furniture,Tables,Corporate,2,31.35,62.7,32.54,30.16,0.481
2022-05-21,Latin America,Chile,Furniture,Desks,Consumer,1,429.39,429.39,212.33,217.06,0.5055
2023-04-26,Latin America,Colombia,Furniture,Tables,Corporate,2,57.52,115.04,46.05,68.99,0.5997
2023-12-01,Europe,Spain,Office Supplies,Binders,Home Office,5,447.35,2236.75,1597.56,639.19,0.2858
2024-04-30,Europe,Germany,Electronics,Audio,Corporate,1,366.36,366.36,228.14,138.22,0.3773
2023-12-11,North America,Mexico,Electronics,Phones,Home Office,5,142.43,712.15,444.77,267.38,0.3755
2024-10-14,Europe,France,Furniture,Chairs,Corporate,3,102.95,308.85,204.83,104.02,0.3368
2023-10-16,Asia Pacific,Japan,Office Supplies,Pens,Consumer,3,286.28,858.84,499.41,359.43,0.4185
2022-07-22,Latin America,Argentina,Electronics,Audio,Consumer,5,340.74,1703.7,828.48,875.22,0.5137
2023-08-20,Europe,France,Furniture,Chairs,Consumer,5,326.15,1630.75,1096.31,534.44,0.3277
2024-07-30,Europe,United Kingdom,Clothing,Pants,Consumer,2,153.76,307.52,150.98,156.54,0.509
2024-11-22,Latin America,Argentina,Office Supplies,Binders,Corporate,5,127.17,635.85,400.04,235.81,0.3709
2022-02-28,Latin America,Brazil,Furniture,Chairs,Consumer,3,252.92,758.76,549.7,209.06,0.2755
2024-06-03,North America,United States,Furniture,Storage,Consumer,5,494.74,2473.7,1816.74,656.96,0.2656
2023-01-02,Latin America,Argentina,Office Supplies,Binders,Home Office,5,186.38,931.9,745.36,186.54,0.2002
2024-06-21,Latin America,Brazil,Office Supplies,Pens,Home Office,2,51.78,103.56,80.11,23.45,0.2264
2024-08-07,Latin America,Chile,Electronics,Accessories,Corporate,3,428.69,1286.07,543.41,742.66,0.5775
2022-08-07,North America,United States,Office Supplies,Binders,Corporate,1,378.2,378.2,221.89,156.31,0.4133
2024-03-09,North America,United States,Furniture,Tables,Consumer,4,77.43,309.72,228.4,81.32,0.2626
2024-01-24,North America,United States,Electronics,Phones,Consumer,4,431.53,1726.12,1208.56,517.56,0.2998
2023-12-16,Latin America,Chile,Furniture,Desks,Home Office,2,278.86,557.72,414.41,143.31,0.257
2024-07-12,North America,Mexico,Office Supplies,Binders,Home Office,1,434.23,434.23,213.1,221.13,0.5092
2022-04-08,Europe,United Kingdom,Furniture,Chairs,Home Office,2,104.08,208.16,99.39,108.77,0.5225
2024-08-29,Europe,France,Electronics,Phones,Consumer,5,335.25,1676.25,1296.9,379.35,0.2263
2023-02-26,North America,United States,Furniture,Desks,Consumer,2,225.92,451.84,246.33,205.51,0.4548
2024-02-25,Latin America,Chile,Furniture,Storage,Consumer,2,292.12,584.24,309.88,274.36,0.4696
2024-03-16,Asia Pacific,Australia,Clothing,Shoes,Consumer,1,221.92,221.92,96.96,124.96,0.5631
2024-01-29,Asia Pacific,South Korea,Electronics,Computers,Corporate,3,120.4,361.2,288.82,72.38,0.2004
2023-08-01,Europe,Germany,Clothing,Pants,Corporate,4,217.83,871.32,650.67,220.65,0.2532
2022-09-15,Europe,Spain,Clothing,Shoes,Consumer,4,159.02,636.08,366.44,269.64,0.4239
2022-01-25,Asia Pacific,Australia,Office Supplies,Pens,Consumer,3,364.79,1094.37,512.47,581.9,0.5317
2022-03-30,Asia Pacific,South Korea,Clothing,Outerwear,Consumer,3,151.6,454.8,263.76,191.04,0.4201
2022-04-18,Latin America,Chile,Furniture,Desks,Consumer,5,422.56,2112.8,1656.3,456.5,0.2161
2024-03-26,North America,Mexico,Furniture,Storage,Home Office,5,248.05,1240.25,965.16,275.09,0.2218
2022-05-22,North America,Canada,Electronics,Phones,Corporate,4,424.48,1697.92,838.47,859.45,0.5062
2024-01-29,Europe,United Kingdom,Electronics,Audio,Corporate,2,134.98,269.96,118.07,151.89,0.5626
2022-02-16,Asia Pacific,Japan,Clothing,Shirts,Home Office,5,213.79,1068.95,661.92,407.03,0.3808
2024-12-23,Europe,France,Office Supplies,Binders,Home Office,2,219.31,438.62,231.71,206.91,0.4717
2024-07-07,Asia Pacific,South Korea,Clothing,Shoes,Corporate,2,181.23,362.46,187.38,175.08,0.483
2022-11-28,North America,Mexico,Office Supplies,Pens,Corporate,5,92.11,460.55,272.17,188.38,0.409
2024-04-06,Asia Pacific,South Korea,Clothing,Outerwear,Consumer,4,266.02,1064.08,698.41,365.67,0.3436
2024-06-01,Latin America,Argentina,Office Supplies,Pens,Consumer,5,62.43,312.15,191.03,121.12,0.388
2024-04-07,Latin America,Chile,Office Supplies,Paper,Consumer,5,452.47,2262.35,1519.69,742.66,0.3283
2022-11-22,Asia Pacific,India,Clothing,Shirts,Home Office,5,312.29,1561.45,720.95,840.5,0.5383
2023-11-20,Europe,Germany,Clothing,Shirts,Consumer,1,364.69,364.69,252.1,112.59,0.3087
2024-01-24,Latin America,Argentina,Office Supplies,Paper,Home Office,4,181.92,727.68,307.25,420.43,0.5778
2023-02-22,Europe,United Kingdom,Furniture,Desks,Consumer,2,345.16,690.32,281.69,408.63,0.5919
2023-08-14,Asia Pacific,India,Office Supplies,Paper,Home Office,4,87.28,349.12,218.46,130.66,0.3743
2023-08-15,North America,Mexico,Electronics,Computers,Corporate,4,170.77,683.08,533.61,149.47,0.2188
2024-03-04,Europe,Germany,Office Supplies,Paper,Consumer,1,233.47,233.47,171.13,62.34,0.267
2022-03-11,Europe,Spain,Electronics,Accessories,Consumer,5,139.59,697.95,511.88,186.07,0.2666
2022-04-27,Latin America,Colombia,Furniture,Desks,Consumer,1,487.6,487.6,351.45,136.15,0.2792
2022-10-21,Latin America,Chile,Furniture,Desks,Corporate,4,463.97,1855.88,804.96,1050.92,0.5663
2022-02-03,Latin America,Colombia,Clothing,Outerwear,Consumer,1,301.26,301.26,176.17,125.09,0.4152
2022-05-10,Europe,Germany,Office Supplies,Labels,Corporate,1,276.65,276.65,152.48,124.17,0.4488
2022-01-07,Asia Pacific,Japan,Clothing,Shirts,Consumer,4,40.56,162.24,66.24,96.0,0.5917
2022-01-13,Europe,Germany,Furniture,Chairs,Consumer,4,284.21,1136.84,553.95,582.89,0.5127
2022-03-27,Asia Pacific,China,Electronics,Phones,Consumer,5,455.25,2276.25,1578.75,697.5,0.3064
2023-02-06,Asia Pacific,South Korea,Electronics,Phones,Corporate,4,223.82,895.28,543.67,351.61,0.3927
2024-09-03,North America,United States,Electronics,Audio,Home Office,3,48.88,146.64,105.08,41.56,0.2834
2024-05-21,Europe,Germany,Furniture,Tables,Corporate,1,288.04,288.04,144.86,143.18,0.4971
2022-10-04,Asia Pacific,South Korea,Clothing,Shirts,Corporate,4,81.47,325.88,138.55,187.33,0.5748
2024-09-19,North America,United States,Office Supplies,Binders,Corporate,5,201.33,1006.65,534.27,472.38,0.4693
2022-11-18,Asia Pacific,Japan,Electronics,Computers,Corporate,3,321.89,965.67,405.74,559.93,0.5798
2024-08-13,Asia Pacific,South Korea,Office Supplies,Paper,Consumer,3,79.41,238.23,119.29,118.94,0.4993
2022-10-11,Latin America,Argentina,Furniture,Storage,Consumer,2,66.53,133.06,77.86,55.2,0.4149
2023-10-19,Asia Pacific,South Korea,Clothing,Shoes,Consumer,2,85.28,170.56,78.77,91.79,0.5382
2024-03-31,North America,Mexico,Furniture,Tables,Consumer,2,61.87,123.74,75.43,48.31,0.3904
2024-07-09,Latin America,Colombia,Office Supplies,Binders,Home Office,2,97.16,194.32,135.68,58.64,0.3018
2022-01-23,Latin America,Argentina,Electronics,Phones,Corporate,5,221.88,1109.4,457.65,651.75,0.5875
2024-03-02,Latin America,Colombia,Clothing,Shoes,Consumer,5,195.39,976.95,638.05,338.9,0.3469
2024-06-08,Asia Pacific,South Korea,Electronics,Phones,Corporate,4,70.27,281.08,159.09,121.99,0.434
2023-11-03,Asia Pacific,Australia,Office Supplies,Binders,Corporate,3,239.21,717.63,492.86,224.77,0.3132
2022-08-30,Europe,Spain,Electronics,Audio,Consumer,3,91.98,275.94,165.78,110.16,0.3992
2023-03-10,Europe,Italy,Clothing,Pants,Consumer,2,404.85,809.7,572.46,237.24,0.293
2024-05-22,Asia Pacific,Australia,Office Supplies,Pens,Corporate,3,386.55,1159.65,821.24,338.41,0.2918
2023-08-17,Latin America,Chile,Office Supplies,Binders,Home Office,1,102.66,102.66,71.02,31.64,0.3082
2022-02-27,Europe,United Kingdom,Office Supplies,Pens,Corporate,4,169.92,679.68,503.28,176.4,0.2595
2023-08-25,Asia Pacific,Japan,Furniture,Tables,Consumer,2,159.77,319.54,250.06,69.48,0.2174
2023-05-17,Europe,France,Clothing,Shoes,Home Office,2,493.06,986.12,699.83,286.29,0.2903
2024-12-08,Latin America,Chile,Clothing,Outerwear,Corporate,5,451.8,2259.0,1038.02,1220.98,0.5405
2022-01-11,Europe,Italy,Electronics,Phones,Consumer,2,406.64,813.28,477.14,336.14,0.4133
2024-03-23,North America,Mexico,Electronics,Audio,Home Office,4,246.09,984.36,396.91,587.45,0.5968
2023-09-29,North America,United States,Electronics,Audio,Home Office,5,62.9,314.5,173.66,140.84,0.4478
2022-11-11,Europe,United Kingdom,Office Supplies,Pens,Home Office,3,88.62,265.86,114.14,151.72,0.5707
2024-01-04,Latin America,Colombia,Office Supplies,Paper,Home Office,1,194.42,194.42,147.63,46.79,0.2407
2024-07-07,Asia Pacific,China,Office Supplies,Labels,Home Office,5,379.07,1895.35,1334.11,561.24,0.2961
2022-09-05,Asia Pacific,China,Electronics,Phones,Consumer,1,325.79,325.79,241.73,84.06,0.258
2023-08-27,Europe,United Kingdom,Electronics,Computers,Corporate,4,120.39,481.56,337.09,144.47,0.3
2024-02-08,Asia Pacific,India,Office Supplies,Pens,Corporate,4,317.97,1271.88,790.4,481.48,0.3786
2024-12-13,Europe,Spain,Furniture,Tables,Corporate,4,214.42,857.68,420.72,436.96,0.5095
2022-07-25,North America,Canada,Furniture,Chairs,Home Office,1,234.81,234.81,115.4,119.41,0.5085
2024-10-27,Latin America,Brazil,Office Supplies,Paper,Corporate,2,221.62,443.24,336.01,107.23,0.2419
2022-10-02,Europe,United Kingdom,Clothing,Outerwear,Home Office,4,445.42,1781.68,913.14,868.54,0.4875
2023-02-12,Europe,Italy,Electronics,Accessories,Corporate,3,357.25,1071.75,486.3,585.45,0.5463
2023-10-03,Asia Pacific,China,Office Supplies,Binders,Home Office,4,137.19,548.76,341.91,206.85,0.3769
2023-08-23,Latin America,Chile,Furniture,Desks,Consumer,3,173.53,520.59,334.66,185.93,0.3572
2023-01-01,Europe,France,Office Supplies,Binders,Home Office,3,22.93,68.79,45.44,23.35,0.3394
2023-07-27,Europe,United Kingdom,Electronics,Phones,Consumer,3,321.73,965.19,622.0,343.19,0.3556
2022-08-31,North America,Canada,Clothing,Outerwear,Corporate,3,112.28,336.84,234.29,102.55,0.3044
2022-03-06,Asia Pacific,India,Clothing,Shoes,Consumer,4,301.33,1205.32,891.74,313.58,0.2602
2023-03-17,Europe,Italy,Office Supplies,Pens,Home Office,1,25.94,25.94,17.35,8.59,0.3311
2022-09-19,Asia Pacific,Australia,Furniture,Storage,Home Office,2,434.51,869.02,475.96,393.06,0.4523
2023-02-27,Latin America,Colombia,Furniture,Chairs,Consumer,3,87.48,262.44,142.99,119.45,0.4552
2024-09-29,North America,United States,Furniture,Chairs,Home Office,1,40.63,40.63,21.96,18.67,0.4595
2024-10-01,Europe,Germany,Office Supplies,Pens,Corporate,2,446.89,893.78,655.07,238.71,0.2671
2022-12-28,North America,Canada,Electronics,Audio,Corporate,5,161.42,807.1,393.95,413.15,0.5119
2024-10-11,Latin America,Brazil,Clothing,Shirts,Consumer,3,475.95,1427.85,1076.03,351.82,0.2464
2023-03-18,Asia Pacific,South Korea,Electronics,Phones,Corporate,3,273.87,821.61,582.12,239.49,0.2915
2022-12-23,Asia Pacific,India,Furniture,Desks,Consumer,5,218.02,1090.1,558.4,531.7,0.4878
2023-02-18,North America,Canada,Electronics,Computers,Consumer,5,312.03,1560.15,1206.52,353.63,0.2267
2024-05-11,Latin America,Chile,Furniture,Desks,Corporate,3,60.42,181.26,88.62,92.64,0.5111
2024-06-19,Europe,United Kingdom,Clothing,Outerwear,Consumer,4,194.0,776.0,494.4,281.6,0.3629
2022-09-21,Asia Pacific,India,Office Supplies,Binders,Corporate,1,215.98,215.98,157.37,58.61,0.2714
2023-04-30,Europe,United Kingdom,Electronics,Phones,Corporate,4,380.82,1523.28,1040.41,482.87,0.317
2023-10-13,Asia Pacific,China,Furniture,Desks,Home Office,2,58.7,117.4,48.9,68.5,0.5835
2022-01-21,Europe,Spain,Furniture,Tables,Consumer,3,372.45,1117.35,692.7,424.65,0.3801
2022-12-18,Europe,Italy,Electronics,Accessories,Corporate,4,55.7,222.8,151.08,71.72,0.3219
2022-05-07,Latin America,Argentina,Clothing,Shirts,Home Office,3,260.47,781.41,525.61,255.8,0.3274
2023-07-09,Asia Pacific,Japan,Electronics,Phones,Corporate,3,393.46,1180.38,856.9,323.48,0.274
2024-07-12,Latin America,Colombia,Office Supplies,Paper,Home Office,3,450.36,1351.08,984.57,366.51,0.2713
2023-12-11,North America,Mexico,Furniture,Chairs,Corporate,2,108.31,216.62,101.81,114.81,0.53
2024-01-22,Europe,Germany,Clothing,Pants,Consumer,3,233.81,701.43,379.67,321.76,0.4587
2024-11-01,Latin America,Colombia,Electronics,Accessories,Consumer,2,415.37,830.74,620.19,210.55,0.2534
2022-02-17,Latin America,Colombia,Clothing,Shoes,Consumer,4,292.03,1168.12,782.07,386.05,0.3305
2022-02-09,Asia Pacific,Japan,Clothing,Shirts,Consumer,4,261.32,1045.28,589.44,455.84,0.4361
2023-12-10,Europe,Germany,Clothing,Outerwear,Corporate,3,434.17,1302.51,858.88,443.63,0.3406
2023-06-16,North America,United States,Office Supplies,Paper,Home Office,3,105.79,317.37,182.29,135.08,0.4256
2023-08-04,Europe,France,Clothing,Shirts,Consumer,1,442.11,442.11,274.49,167.62,0.3791
2022-11-15,North America,Mexico,Clothing,Shirts,Corporate,2,270.27,540.54,335.44,205.1,0.3794
2023-03-18,Europe,Spain,Electronics,Phones,Home Office,5,292.09,1460.45,712.93,747.52,0.5118
2022-08-05,Latin America,Argentina,Electronics,Accessories,Corporate,1,57.69,57.69,35.18,22.51,0.3902
2022-06-01,Latin America,Chile,Clothing,Shoes,Home Office,1,60.25,60.25,24.87,35.38,0.5872
2024-11-30,Latin America,Colombia,Office Supplies,Pens,Consumer,4,74.27,297.08,189.79,107.29,0.3611
2022-06-27,Asia Pacific,Japan,Furniture,Tables,Home Office,1,454.42,454.42,361.18,93.24,0.2052
2024-04-06,Latin America,Chile,Electronics,Accessories,Corporate,2,48.07,96.14,41.67,54.47,0.5666
2024-08-01,Asia Pacific,South Korea,Furniture,Chairs,Consumer,3,77.44,232.32,183.2,49.12,0.2114
2024-09-28,Latin America,Argentina,Office Supplies,Binders,Home Office,2,476.7,953.4,542.7,410.7,0.4308
2024-01-28,North America,United States,Furniture,Storage,Corporate,4,316.76,1267.04,677.9,589.14,0.465
2024-02-25,Europe,Italy,Electronics,Accessories,Consumer,4,56.86,227.44,120.97,106.47,0.4681
2024-12-31,Europe,Spain,Furniture,Chairs,Home Office,2,150.79,301.58,148.89,152.69,0.5063
2023-11-15,North America,United States,Furniture,Storage,Corporate,1,359.67,359.67,188.63,171.04,0.4755
2024-05-01,Latin America,Chile,Clothing,Outerwear,Home Office,3,219.67,659.01,346.72,312.29,0.4739
2023-06-03,Europe,United Kingdom,Clothing,Pants,Home Office,5,333.17,1665.85,736.79,929.06,0.5577
2022-09-18,Asia Pacific,Australia,Clothing,Shoes,Corporate,1,450.93,450.93,243.75,207.18,0.4595
2023-03-23,North America,Canada,Electronics,Computers,Corporate,4,192.97,771.88,477.16,294.72,0.3818
2024-05-01,Asia Pacific,India,Clothing,Pants,Home Office,4,396.71,1586.84,820.81,766.03,0.4827
2024-10-04,North America,United States,Office Supplies,Paper,Consumer,3,374.69,1124.07,737.93,386.14,0.3435
2024-11-28,Europe,France,Electronics,Phones,Corporate,3,390.5,1171.5,856.14,315.36,0.2692
2022-10-05,Latin America,Colombia,Clothing,Outerwear,Corporate,2,475.13,950.26,674.05,276.21,0.2907
2024-05-12,Latin America,Brazil,Furniture,Tables,Consumer,4,225.89,903.56,607.23,296.33,0.328
2024-07-19,Asia Pacific,Australia,Electronics,Phones,Home Office,5,133.44,667.2,423.11,244.09,0.3658
2022-09-07,North America,Mexico,Furniture,Chairs,Consumer,2,338.92,677.84,519.11,158.73,0.2342
2022-03-14,Europe,France,Furniture,Desks,Home Office,1,460.56,460.56,273.69,186.87,0.4057
2022-10-04,North America,United States,Electronics,Phones,Corporate,4,203.34,813.36,618.52,194.84,0.2395
2024-01-07,North America,Mexico,Office Supplies,Labels,Home Office,5,254.21,1271.05,969.03,302.02,0.2376
2024-08-14,Asia Pacific,Australia,Clothing,Outerwear,Corporate,5,243.77,1218.85,535.78,683.07,0.5604
2022-06-27,Latin America,Chile,Clothing,Shirts,Home Office,5,36.54,182.7,100.53,82.17,0.4498
2022-12-29,Europe,Italy,Office Supplies,Paper,Consumer,5,431.55,2157.75,1694.04,463.71,0.2149
2023-02-23,Europe,Spain,Clothing,Shoes,Home Office,4,275.58,1102.32,732.06,370.26,0.3359
2024-12-11,Asia Pacific,Japan,Electronics,Phones,Consumer,2,471.61,943.22,731.68,211.54,0.2243
2023-11-09,North America,Mexico,Furniture,Chairs,Corporate,2,138.15,276.3,121.2,155.1,0.5613
2022-12-11,North America,Mexico,Clothing,Shoes,Corporate,1,499.24,499.24,244.22,255.02,0.5108
2023-11-22,Europe,Italy,Office Supplies,Binders,Corporate,4,35.99,143.96,98.58,45.38,0.3152
2024-05-05,North America,United States,Office Supplies,Pens,Home Office,5,244.15,1220.75,635.29,585.46,0.4796
2023-10-12,Europe,Italy,Clothing,Shoes,Corporate,1,80.3,80.3,56.24,24.06,0.2996
2024-07-07,Latin America,Colombia,Clothing,Pants,Consumer,2,174.28,348.56,227.4,121.16,0.3476
2024-04-07,North America,Canada,Furniture,Chairs,Corporate,2,467.91,935.82,717.26,218.56,0.2335
2023-01-27,Asia Pacific,South Korea,Office Supplies,Pens,Consumer,2,436.37,872.74,667.56,205.18,0.2351
2022-03-07,Asia Pacific,South Korea,Electronics,Audio,Consumer,1,435.15,435.15,222.74,212.41,0.4881
2024-07-12,North America,United States,Clothing,Outerwear,Consumer,2,401.13,802.26,552.86,249.4,0.3109
2023-03-22,North America,United States,Office Supplies,Pens,Corporate,1,153.25,153.25,99.69,53.56,0.3495
2022-09-11,Latin America,Colombia,Furniture,Chairs,Corporate,4,306.72,1226.88,945.71,281.17,0.2292
2023-08-26,Europe,Italy,Furniture,Chairs,Consumer,1,252.56,252.56,151.1,101.46,0.4017
2023-07-02,Europe,United Kingdom,Office Supplies,Paper,Corporate,3,492.44,1477.32,1023.51,453.81,0.3072
2024-10-01,Latin America,Argentina,Electronics,Computers,Consumer,3,346.84,1040.52,691.92,348.6,0.335
2023-07-17,Latin America,Brazil,Clothing,Outerwear,Consumer,5,204.23,1021.15,478.59,542.56,0.5313
2022-07-08,Asia Pacific,Australia,Clothing,Shirts,Corporate,3,463.75,1391.25,852.16,539.09,0.3875
2024-06-06,Latin America,Argentina,Furniture,Desks,Home Office,3,351.19,1053.57,610.46,443.11,0.4206
2022-07-17,Latin America,Brazil,Furniture,Chairs,Home Office,5,289.66,1448.3,692.27,756.03,0.522
2022-06-26,Latin America,Colombia,Clothing,Shirts,Home Office,4,322.1,1288.4,516.1,772.3,0.5994
2022-12-17,Latin America,Colombia,Furniture,Storage,Corporate,3,99.69,299.07,180.13,118.94,0.3977
2023-08-18,Europe,United Kingdom,Electronics,Computers,Home Office,5,253.52,1267.6,830.09,437.51,0.3451
2022-03-23,Latin America,Chile,Clothing,Outerwear,Home Office,3,371.52,1114.56,484.91,629.65,0.5649
2024-04-29,Asia Pacific,South Korea,Clothing,Outerwear,Home Office,2,352.4,704.8,284.09,420.71,0.5969
2022-10-17,Europe,Spain,Clothing,Shoes,Consumer,2,240.51,481.02,264.01,217.01,0.4511
2024-10-02,Asia Pacific,Australia,Office Supplies,Labels,Home Office,4,444.54,1778.16,863.73,914.43,0.5143
2022-10-21,Asia Pacific,India,Office Supplies,Pens,Consumer,5,64.7,323.5,146.09,177.41,0.5484
2022-12-21,Asia Pacific,India,Office Supplies,Paper,Corporate,1,77.68,77.68,44.17,33.51,0.4314
2023-09-19,Europe,France,Electronics,Audio,Corporate,3,484.17,1452.51,956.84,495.67,0.3413
2024-06-27,Europe,United Kingdom,Office Supplies,Pens,Home Office,4,216.72,866.88,397.2,469.68,0.5418
2023-06-03,Latin America,Colombia,Clothing,Shirts,Consumer,5,84.59,422.95,284.28,138.67,0.3279
2024-10-25,North America,Canada,Electronics,Phones,Consumer,2,134.98,269.96,164.74,105.22,0.3898
2024-12-17,Latin America,Chile,Electronics,Accessories,Home Office,5,127.25,636.25,407.96,228.29,0.3588
2024-03-07,Latin America,Argentina,Furniture,Tables,Consumer,5,105.89,529.45,253.27,276.18,0.5216
2024-07-02,Latin America,Argentina,Clothing,Pants,Corporate,5,70.15,350.75,203.07,147.68,0.421
2024-06-07,North America,Canada,Office Supplies,Pens,Home Office,2,132.24,264.48,109.72,154.76,0.5851
2023-04-28,Latin America,Colombia,Furniture,Storage,Consumer,1,294.08,294.08,179.13,114.95,0.3909
2024-02-11,Asia Pacific,South Korea,Clothing,Shirts,Home Office,2,465.48,930.96,718.39,212.57,0.2283
2022-12-28,Asia Pacific,China,Clothing,Shoes,Consumer,2,210.08,420.16,274.14,146.02,0.3475
2023-01-15,North America,United States,Clothing,Shoes,Corporate,4,373.09,1492.36,862.15,630.21,0.4223
2024-04-26,Latin America,Argentina,Clothing,Shirts,Home Office,1,491.82,491.82,205.66,286.16,0.5818
2024-06-15,Asia Pacific,India,Furniture,Tables,Consumer,3,115.61,346.83,206.14,140.69,0.4056
2022-03-29,Latin America,Argentina,Office Supplies,Pens,Corporate,1,37.11,37.11,18.34,18.77,0.5058
2022-11-07,Asia Pacific,South Korea,Clothing,Shoes,Consumer,4,181.59,726.36,444.0,282.36,0.3887
2023-07-15,North America,Mexico,Clothing,Shoes,Consumer,2,79.2,158.4,82.44,75.96,0.4795
2024-03-30,Europe,France,Clothing,Pants,Corporate,4,207.45,829.8,399.6,430.2,0.5184
2023-12-15,Latin America,Argentina,Clothing,Outerwear,Consumer,1,237.89,237.89,147.75,90.14,0.3789
2023-09-05,Europe,Italy,Office Supplies,Paper,Consumer,5,314.74,1573.7,1000.12,573.58,0.3645
2024-11-12,Latin America,Colombia,Furniture,Storage,Home Office,3,348.14,1044.42,806.2,238.22,0.2281
2022-05-13,Asia Pacific,South Korea,Electronics,Audio,Home Office,4,376.34,1505.36,809.73,695.63,0.4621
2024-09-25,Asia Pacific,Australia,Furniture,Storage,Corporate,2,495.79,991.58,730.15,261.43,0.2636
2024-03-13,North America,Mexico,Electronics,Accessories,Corporate,5,306.55,1532.75,885.7,647.05,0.4221
2022-10-19,Europe,Germany,Furniture,Desks,Corporate,4,367.93,1471.72,638.48,833.24,0.5662
2023-10-26,Europe,Germany,Electronics,Phones,Consumer,4,15.44,61.76,36.07,25.69,0.416
2024-01-15,North America,Canada,Clothing,Shoes,Home Office,4,349.96,1399.84,696.13,703.71,0.5027
2022-03-21,Asia Pacific,China,Office Supplies,Binders,Consumer,5,194.9,974.5,621.47,353.03,0.3623
2022-01-21,North America,Canada,Electronics,Computers,Consumer,4,177.6,710.4,285.98,424.42,0.5974
2022-02-21,Latin America,Brazil,Office Supplies,Binders,Home Office,3,464.69,1394.07,679.77,714.3,0.5124
2022-11-18,Europe,France,Office Supplies,Binders,Corporate,4,175.97,703.88,341.28,362.6,0.5151
2022-09-18,North America,Canada,Office Supplies,Binders,Consumer,2,314.73,629.46,446.57,182.89,0.2906
2024-02-05,North America,Canada,Clothing,Pants,Consumer,1,126.85,126.85,54.76,72.09,0.5683
2024-06-07,Asia Pacific,South Korea,Electronics,Accessories,Consumer,3,371.62,1114.86,746.43,368.43,0.3305
2024-06-10,Asia Pacific,China,Electronics,Accessories,Consumer,4,452.69,1810.76,1195.67,615.09,0.3397
2022-05-11,Europe,Italy,Clothing,Outerwear,Consumer,5,327.58,1637.9,696.99,940.91,0.5745
2023-01-26,North America,Mexico,Clothing,Pants,Home Office,2,43.93,87.86,46.18,41.68,0.4744
2024-06-21,Latin America,Argentina,Furniture,Chairs,Home Office,2,280.72,561.44,237.24,324.2,0.5774
2022-10-23,North America,Mexico,Office Supplies,Paper,Corporate,4,433.54,1734.16,1081.86,652.3,0.3761
2023-01-24,North America,Mexico,Electronics,Computers,Home Office,4,36.15,144.6,98.43,46.17,0.3193
2023-12-26,Latin America,Chile,Office Supplies,Paper,Home Office,3,143.45,430.35,174.8,255.55,0.5938
2023-05-11,Latin America,Chile,Office Supplies,Labels,Consumer,5,387.68,1938.4,1476.65,461.75,0.2382
